Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Work;Service time;Age;Work load Average/day ;Hit target;Disciplinary failure;Son;Social drinker;Social smoker;Pet;Body mass index;Gabarito_Horas_Falta
23,0;1;5,0;2;187,0;42,0;7;27,0;307,9198798571349;95;0;0;0;0;0;21;3
14,0;3;6,0;3;245,0;25,0;14;47,0;346,8066300332504;95;0;2;0;0;1;32;3
1,0;10;4,0;4;180,0;26,0;9;30,0;265,4811547974703;88;0;0;0;0;0;19;65
0,0;5;4,0;3;329,0;17,0;4;28,0;373,5685967780075;92;1;0;0;0;0;25;0
11,0;5;3,0;3;173,0;51,0;18;38,0;378,6001955486698;92;0;0;1;0;0;31;2
18,0;1;3,0;2;154,0;14,0;14;35,0;309,1770632061868;95;0;2;1;0;0;25;8
14,0;10;3,0;4;289,0;29,0;12;40,0;253,74361060083484;93;0;1;1;0;1;24;7
27,0;2;2,0;2;177,0;50,0;18;38,0;252,8146027753106;96;0;0;1;0;0;31;3
26,0;7;4,0;1;226,0;20,0;13;43,0;265,9709729867878;93;0;1;1;0;0;38;5
7,0;2;3,0;2;226,0;27,0;9;28,0;265,81542881715905;96;0;1;0;0;2;24;8
28,0;11;3,0;4;223,0;25,0;9;28,0;304,0243772607081;93;0;1;0;0;2;24;3
25,0;11;5,0;4;230,0;11,0;14;37,0;284,3020544988656;97;0;1;0;0;1;29;3
23,0;3;2,0;2;255,0;24,0;14;47,0;225,50684091050053;99;0;2;0;0;1;32;3
13,0;5;5,0;3;181,0;27,0;9;29,0;240,9627289186193;99;0;0;0;0;0;19;0
11,0;8;5,0;1;272,0;11,0;8;33,0;268,0672363279439;94;0;0;0;0;0;25;8
27,0;1;3,0;2;113,0;10,0;10;37,0;307,7580995303975;95;0;0;0;0;0;28;2
0,0;5;4,0;3;327,0;16,0;4;28,0;382,70142912881687;92;1;0;0;0;0;25;0
15,0;11;6,0;4;258,0;50,0;11;36,0;283,95416995447346;97;0;4;1;0;0;23;7
7,0;11;4,0;4;297,0;35,0;13;33,0;308,1489099314023;93;0;2;1;0;1;30;24
13,0;3;2,0;3;172,0;25,0;9;29,0;219,6431425675513;99;0;0;0;0;0;19;1
0,0;9;2,0;4;222,0;26,0;9;28,0;243,70208629673508;92;1;1;0;0;2;24;1
1,0;10;4,0;4;173,0;26,0;9;30,0;266,2147570997611;88;0;0;0;0;0;19;5
19,0;3;4,0;2;245,0;26,0;16;41,0;243,84342255828068;98;0;0;1;0;0;23;16
22,0;4;2,0;3;364,0;18,0;12;31,0;239,7533700045217;98;0;3;1;0;0;25;5
28,0;8;5,0;1;288,0;31,0;12;39,0;253,467057115571;93;0;1;1;0;1;25;3
26,0;7;5,0;1;184,0;51,0;18;39,0;275,7065289974111;98;0;0;1;0;0;31;7
28,0;2;5,0;2;158,0;12,0;14;34,0;302,1865641329646;99;0;2;1;0;0;25;3
11,0;8;5,0;1;268,0;11,0;8;32,0;267,62990396747176;94;0;0;0;0;0;25;8
23,0;10;3,0;4;222,0;28,0;9;28,0;286,3571901016408;91;0;1;0;0;2;24;2
23,0;9;6,0;1;177,0;26,0;9;30,0;260,16731448877056;87;0;0;0;0;0;19;8
25,0;8;3,0;1;178,0;22,0;17;40,0;251,0095489591328;93;0;2;0;1;0;22;8
26,0;6;3,0;3;239,0;20,0;13;43,0;260,9128345936456;95;0;1;1;0;0;38;8
23,0;6;2,0;3;157,0;13,0;14;34,0;377,4688250070069;94;0;2;1;0;0;25;4
23,0;5;4,0;3;176,0;26,0;9;30,0;244,83024097433565;99;0;0;0;0;0;19;4
13,0;6;4,0;3;121,0;14,0;17;50,0;377,30417683250425;94;0;1;1;0;0;31;9
10,0;5;2,0;3;368,0;17,0;11;31,0;243,66907200220675;99;0;3;1;0;0;25;7
23,0;3;2,0;2;246,0;26,0;14;47,0;222,3262136380609;99;0;2;0;0;1;32;2
14,0;10;3,0;4;296,0;31,0;12;40,0;254,3733654612969;93;0;1;1;0;1;25;9
8,0;11;3,0;4;119,0;9,0;10;37,0;270,9247552517648;93;0;0;0;0;0;28;8
28,0;7;3,0;1;120,0;10,0;10;38,0;230,33012371222125;91;0;0;0;0;0;28;7
22,0;3;3,0;2;180,0;23,0;17;41,0;244,65359438943864;98;0;2;0;1;0;22;8
28,0;8;6,0;1;260,0;49,0;11;36,0;270,38784853041096;94;0;4;1;0;0;23;4
5,0;6;4,0;1;177,0;50,0;18;38,0;254,6552235177968;95;0;0;1;0;0;31;9
25,0;3;5,0;2;228,0;27,0;9;28,0;223,59311868221087;99;0;1;0;0;2;24;2
23,0;9;6,0;4;248,0;24,0;14;47,0;242,5612022988071;92;0;2;0;0;1;33;0
0,0;9;3,0;4;115,0;12,0;18;50,0;242,3556563485162;92;1;1;1;0;0;31;0
10,0;10;2,0;4;246,0;24,0;14;48,0;284,0439304538641;91;0;2;0;0;1;32;8
28,0;3;2,0;3;226,0;27,0;9;28,0;344,7540503199079;95;0;1;0;0;2;24;2
27,0;2;6,0;2;181,0;50,0;18;38,0;252,58268231599703;96;0;0;1;0;0;31;3
23,0;9;4,0;1;223,0;25,0;9;28,0;265,3005148130883;87;0;1;0;0;2;24;1
12,0;2;4,0;2;231,0;50,0;1;31,0;260,0456305683326;97;0;1;1;0;8;21;2
23,0;9;3,0;4;119,0;9,0;10;37,0;241,7870957474724;92;0;0;0;0;0;28;4
26,0;10;2,0;4;228,0;11,0;14;37,0;260,4498166670216;88;0;1;0;0;1;29;4
23,0;8;4,0;1;248,0;26,0;14;47,0;265,45118433906583;94;0;2;0;0;1;31;0
23,0;3;5,0;2;251,0;24,0;14;47,0;224,5827385101354;99;0;2;0;0;1;32;3
23,0;9;6,0;4;250,0;26,0;14;47,0;242,9399622544792;92;0;2;0;0;1;32;0
28,0;11;2,0;4;181,0;53,0;18;38,0;268,9961724068706;93;0;0;1;0;0;31;2
13,0;11;2,0;4;242,0;25,0;16;42,0;283,3128001264709;97;0;0;1;0;0;23;8
28,0;3;6,0;2;246,0;25,0;16;41,0;245,1027481042772;98;0;0;1;0;0;23;3
25,0;8;2,0;1;250,0;25,0;14;47,0;265,71634491446537;94;0;2;0;0;1;32;1
19,0;6;5,0;3;118,0;12,0;18;50,0;275,3361872587379;96;0;1;1;0;0;31;4
13,0;1;4,0;2;287,0;35,0;13;33,0;314,38498855830244;96;0;2;1;0;1;30;8
23,0;8;3,0;1;238,0;11,0;14;37,0;253,38521338492487;93;0;1;0;0;1;29;5
7,0;4;6,0;3;236,0;10,0;14;37,0;325,1479303570636;96;0;1;0;0;1;29;3
19,0;4;3,0;3;365,0;52,0;3;28,0;246,175826457466;91;0;1;1;0;4;27;9
25,0;2;2,0;2;235,0;15,0;8;33,0;264,46777883750474;97;0;0;0;0;0;25;3
27,0;2;4,0;2;177,0;53,0;18;38,0;263,13759206325346;97;0;0;1;0;0;31;3
27,0;1;2,0;2;121,0;10,0;10;37,0;312,0614357455907;95;0;0;0;0;0;28;0
0,0;4;2,0;3;236,0;28,0;12;48,0;326,09839015901633;96;1;1;0;1;5;33;0
12,0;1;5,0;2;176,0;26,0;9;30,0;315,17234288886027;96;0;0;0;0;0;19;16
10,0;10;5,0;4;370,0;16,0;12;31,0;282,42584826893045;91;0;3;1;0;0;25;9
19,0;3;2,0;3;288,0;37,0;13;33,0;222,42034129580955;99;0;2;1;0;1;30;104
26,0;3;2,0;2;226,0;50,0;11;36,0;344,1089970740194;95;0;4;1;0;0;23;17
13,0;5;4,0;3;289,0;36,0;13;33,0;381,0417049096407;92;0;2;1;0;1;30;24
25,0;1;4,0;2;226,0;21,0;17;39,0;313,1316120905833;96;0;2;0;1;0;22;1
28,0;11;5,0;4;180,0;50,0;18;38,0;285,0267550899566;97;0;0;1;0;0;31;4
26,0;1;2,0;2;235,0;18,0;13;43,0;330,14171739856585;100;0;1;1;0;0;38;8
19,0;12;3,0;4;117,0;10,0;10;37,0;262,6454055024754;97;0;0;0;0;0;28;55
23,0;10;3,0;4;118,0;11,0;10;37,0;284,4562200673394;91;0;0;0;0;0;28;2
22,0;5;6,0;3;363,0;52,0;3;28,0;380,2541539474063;92;0;1;1;0;4;26;8
14,0;5;5,0;3;225,0;14,0;15;41,0;236,40711809401435;99;0;2;1;0;2;28;8
19,0;7;3,0;1;155,0;12,0;14;34,0;275,07295213215383;98;0;2;1;0;0;25;16
25,0;8;2,0;1;357,0;52,0;3;29,0;206,4552855993538;92;0;1;1;0;4;27;7
23,0;3;4,0;3;121,0;15,0;24;46,0;218,94094427169912;99;0;2;1;1;0;25;8
13,0;3;4,0;3;181,0;51,0;18;38,0;348,17930644119537;95;0;0;1;0;0;31;3
17,0;3;3,0;2;179,0;26,0;17;40,0;343,67304328640347;95;0;2;0;1;0;22;8
11,0;8;5,0;1;294,0;50,0;12;32,0;205,7265771199864;92;0;0;1;0;0;23;6
23,0;1;3,0;2;232,0;27,0;9;27,0;309,0761301651239;95;0;1;0;0;2;24;0
9,0;11;3,0;4;116,0;9,0;10;37,0;268,8475805616329;93;0;0;0;0;0;28;9
1,0;2;3,0;2;392,0;14,0;9;50,0;304,57783082544506;99;0;0;0;0;0;24;8
28,0;11;2,0;4;363,0;51,0;3;28,0;264,9797186625796;93;0;1;1;0;4;27;2
19,0;7;3,0;1;152,0;13,0;14;34,0;276,3699561590917;98;0;2;1;0;0;25;17
13,0;3;4,0;3;181,0;51,0;18;38,0;343,33443367733923;95;0;0;1;0;0;31;3
21,0;7;2,0;1;175,0;51,0;18;38,0;240,7823544012548;97;0;0;1;0;0;31;8
1,0;2;3,0;2;385,0;14,0;9;50,0;301,46843367933354;99;0;0;0;0;0;24;8
26,0;10;3,0;4;369,0;17,0;12;31,0;282,2404962591056;91;0;3;1;0;0;25;8
23,0;6;5,0;3;220,0;26,0;9;28,0;254,6822966572194;95;0;1;0;0;2;24;4
19,0;4;3,0;3;285,0;36,0;13;33,0;326,762144830044;96;0;2;1;0;1;30;8
10,0;5;2,0;3;235,0;26,0;8;32,0;238,9920267940948;99;0;0;0;0;0;25;8
28,0;4;6,0;3;299,0;25,0;13;43,0;241,16975002681485;98;0;2;1;1;1;25;8
23,0;12;6,0;2;224,0;27,0;8;28,0;262,2719408051415;97;0;1;0;0;2;24;2
25,0;7;5,0;1;232,0;27,0;9;28,0;231,01096011366928;92;0;1;0;0;2;24;4
22,0;7;3,0;1;184,0;31,0;13;33,0;266,87361597762253;93;0;2;0;0;2;25;16
28,0;11;4,0;4;293,0;31,0;12;39,0;270,9138133828858;93;0;1;1;0;1;25;3
19,0;1;2,0;2;113,0;10,0;10;37,0;309,4713838237784;95;0;0;0;0;0;28;0
23,0;2;3,0;2;193,0;43,0;7;26,0;301,9006965594457;99;0;0;0;0;0;21;9
25,0;8;2,0;1;365,0;53,0;3;28,0;205,405168262314;92;0;1;1;0;4;27;6
8,0;11;3,0;4;124,0;10,0;10;37,0;270,4989906469958;93;0;0;0;0;0;28;9
9,0;11;3,0;4;121,0;10,0;10;37,0;268,326315158376;93;0;0;0;0;0;28;7
23,0;3;4,0;2;225,0;26,0;9;28,0;342,3881132051307;95;0;1;0;0;2;24;2
1,0;2;3,0;2;385,0;15,0;9;50,0;301,24982218516163;99;0;0;0;0;0;24;9
23,0;12;6,0;2;227,0;25,0;9;28,0;263,3099746058388;97;0;1;0;0;2;24;2
27,0;5;6,0;3;177,0;27,0;9;30,0;236,34449943084329;99;0;0;0;0;0;19;0
28,0;10;3,0;4;290,0;26,0;12;40,0;261,9851180573421;88;0;1;1;0;1;25;4
22,0;7;4,0;1;364,0;52,0;3;28,0;263,92522779310724;93;0;1;1;0;4;27;7
14,0;11;5,0;4;249,0;26,0;14;47,0;269,8871574936652;93;0;2;0;0;1;32;4
27,0;3;5,0;2;181,0;50,0;18;38,0;225,7741827051617;99;0;0;1;0;0;31;2
18,0;1;3,0;2;185,0;26,0;9;30,0;308,6911436450927;95;0;0;0;0;0;19;9
13,0;3;4,0;3;226,0;13,0;18;50,0;246,02107475429185;98;0;1;1;0;0;31;10
19,0;4;5,0;3;225,0;25,0;9;28,0;243,878076488524;91;0;1;0;0;2;24;7
27,0;1;2,0;2;175,0;26,0;9;29,0;309,8363449673338;96;0;0;0;0;0;19;1
14,0;12;3,0;2;237,0;11,0;14;37,0;238,4838247421929;93;0;1;0;0;1;29;5
23,0;10;6,0;4;226,0;52,0;18;38,0;253,585062547681;93;0;0;1;0;0;31;3
11,0;6;6,0;3;187,0;52,0;18;38,0;379,2137416582455;94;0;0;1;0;0;31;1
13,0;3;2,0;3;181,0;26,0;9;30,0;340,3977805388837;95;0;0;0;0;0;19;1
27,0;4;6,0;3;181,0;27,0;9;30,0;246,04618636167527;91;0;0;0;0;0;19;2
11,0;7;4,0;1;179,0;51,0;18;38,0;241,5990525554172;97;0;0;1;0;0;31;1
14,0;11;2,0;4;292,0;31,0;12;39,0;309,4350087028988;93;0;1;1;0;1;25;41
21,0;11;4,0;4;179,0;20,0;17;40,0;308,57005571294013;93;0;2;0;1;0;22;9
13,0;6;2,0;3;290,0;31,0;12;40,0;253,13341112089097;95;0;1;1;0;1;25;40
13,0;5;4,0;3;115,0;12,0;18;50,0;378,3077097674824;92;0;1;1;0;0;31;25
23,0;1;4,0;2;223,0;26,0;9;28,0;309,045658484683;95;0;1;0;0;2;24;0
25,0;8;2,0;1;246,0;25,0;14;46,0;265,8520701388072;94;0;2;0;0;1;32;3
27,0;4;6,0;3;180,0;26,0;9;30,0;245,1305284270768;91;0;0;0;0;0;19;2
22,0;12;4,0;4;363,0;52,0;3;29,0;260,68564565097125;97;0;1;1;0;4;27;8
22,0;7;4,0;1;224,0;26,0;9;28,0;266,87358252382336;93;0;1;0;0;2;24;8
10,0;11;2,0;4;160,0;12,0;14;34,0;304,4777366067234;93;0;2;1;0;0;25;31
19,0;6;5,0;3;116,0;14,0;18;49,0;274,9766837979292;96;0;1;1;0;0;31;3
23,0;7;6,0;1;117,0;12,0;18;50,0;230,5447656701413;92;0;1;1;0;0;31;1
13,0;6;4,0;3;116,0;13,0;19;51,0;378,3058399767888;94;0;1;1;0;0;31;8
16,0;4;3,0;3;180,0;23,0;17;40,0;245,88661109332315;91;0;2;0;1;0;22;1
23,0;10;5,0;4;292,0;47,0;29;49,0;284,4798305629735;91;0;0;0;0;2;36;2
10,0;10;5,0;4;367,0;17,0;12;31,0;283,5812833347012;91;0;3;1;0;0;25;8
28,0;12;6,0;4;179,0;53,0;18;38,0;235,8366215417029;93;0;0;1;0;0;31;1
18,0;12;2,0;4;231,0;52,0;1;31,0;282,12650649018747;98;0;1;1;0;8;21;8
22,0;7;3,0;1;192,0;28,0;13;33,0;264,67698155081007;93;0;2;0;0;2;25;16
7,0;7;2,0;1;270,0;12,0;8;33,0;230,1359240130725;92;0;0;0;0;0;26;8
27,0;2;2,0;2;176,0;51,0;18;38,0;264,50081450811905;97;0;0;1;0;0;31;2
28,0;3;6,0;2;258,0;51,0;11;37,0;342,7330804781155;95;0;4;1;0;0;23;4
22,0;12;4,0;4;359,0;51,0;3;28,0;257,9966581477199;97;0;1;1;0;4;27;6
0,0;6;6,0;3;183,0;51,0;18;38,0;254,58743735378653;95;1;0;1;0;0;31;0
19,0;4;2,0;3;220,0;26,0;9;28,0;246,85136421318447;91;0;1;0;0;2;24;8
28,0;12;6,0;4;261,0;51,0;11;36,0;259,9824925214402;97;0;4;1;0;0;23;2
14,0;4;5,0;3;118,0;12,0;18;50,0;247,62763394629823;91;0;1;1;0;0;31;3
25,0;2;2,0;2;155,0;12,0;14;34,0;262,1587401865365;97;0;2;1;0;0;25;6
23,0;10;3,0;4;119,0;10,0;10;37,0;283,80983576620594;91;0;0;0;0;0;28;2
27,0;2;2,0;2;174,0;50,0;18;38,0;265,01988924620065;97;0;0;1;0;0;31;1
28,0;7;3,0;1;246,0;24,0;16;41,0;227,07919148176845;92;0;0;1;0;0;23;2
13,0;3;2,0;3;181,0;26,0;9;30,0;343,604049767502;95;0;0;0;0;0;19;0
23,0;2;3,0;2;246,0;24,0;16;41,0;252,2788450622018;96;0;0;1;0;0;23;2
7,0;11;4,0;4;290,0;36,0;13;33,0;306,64376619003843;93;0;2;1;0;1;30;25
21,0;11;3,0;4;226,0;26,0;18;38,0;271,1232286972081;93;0;0;1;0;0;31;1
11,0;11;4,0;4;116,0;11,0;10;38,0;283,42750047750684;97;0;0;0;0;0;28;4
22,0;7;2,0;1;286,0;36,0;13;33,0;226,69904879744612;92;0;2;1;0;1;30;8
27,0;2;4,0;2;178,0;50,0;19;38,0;250,5376414856696;96;0;0;1;0;0;31;4
13,0;3;3,0;2;156,0;11,0;14;34,0;343,5225619576919;95;0;2;1;0;0;25;9
23,0;9;3,0;4;223,0;25,0;9;28,0;240,16044530589733;92;0;1;0;0;2;24;2
0,0;5;4,0;3;381,0;26,0;11;36,0;379,7150391219485;92;1;2;0;1;4;21;0
7,0;10;4,0;4;177,0;25,0;9;31,0;261,6758495819809;88;0;0;0;0;0;19;5
27,0;2;5,0;2;178,0;51,0;18;38,0;262,7032916227534;97;0;0;1;0;0;31;3
13,0;4;4,0;3;117,0;12,0;18;50,0;238,8018655036688;98;0;1;1;0;0;31;120
13,0;11;2,0;4;247,0;26,0;16;41,0;283,38821508827715;97;0;0;1;0;0;23;8
9,0;11;3,0;4;123,0;10,0;10;37,0;271,44883802171034;93;0;0;0;0;0;28;9
28,0;6;6,0;3;263,0;51,0;11;36,0;252,72465791601545;95;0;4;1;0;0;23;4
19,0;12;3,0;4;113,0;10,0;10;37,0;261,66979453282937;97;0;0;0;0;0;28;56
18,0;8;4,0;1;290,0;35,0;13;33,0;204,5645908236762;92;0;2;1;0;1;30;8
13,0;4;4,0;3;244,0;26,0;16;41,0;325,9423740940135;96;0;0;1;0;0;23;24
28,0;10;6,0;4;263,0;50,0;11;36,0;259,68838377315285;88;0;4;1;0;0;23;4
19,0;6;2,0;3;242,0;25,0;16;42,0;377,795272155509;94;0;0;1;0;0;23;8
23,0;5;4,0;3;155,0;26,0;14;34,0;236,31952592685752;99;0;2;1;0;0;25;2
22,0;7;4,0;1;220,0;25,0;9;28,0;262,4816589542044;93;0;1;0;0;2;24;8
23,0;9;5,0;1;181,0;51,0;18;38,0;293,1358291996471;81;0;0;1;0;0;31;0
23,0;7;4,0;1;119,0;9,0;10;37,0;261,8467516750524;93;0;0;0;0;0;28;3
1,0;2;3,0;2;391,0;14,0;10;50,0;305,1253840769033;99;0;0;0;0;0;24;8
6,0;3;5,0;2;226,0;34,0;13;33,0;342,30745161510754;95;0;2;1;0;1;30;7
26,0;7;4,0;1;233,0;19,0;13;43,0;266,1611825320829;93;0;1;1;0;0;38;4
28,0;12;4,0;4;294,0;31,0;12;40,0;279,2729366361829;98;0;1;1;0;1;25;0
23,0;10;2,0;4;237,0;19,0;13;43,0;268,53474966997595;88;0;1;1;0;0;37;3
28,0;3;6,0;3;181,0;50,0;18;39,0;245,3270469186413;98;0;0;1;0;0;31;8
26,0;10;2,0;4;227,0;10,0;14;38,0;264,0766975399854;88;0;1;0;0;1;29;4
27,0;1;4,0;2;188,0;26,0;9;31,0;313,6559364197682;96;0;0;0;0;0;19;2
3,0;1;4,0;2;289,0;31,0;12;40,0;327,1379403329517;100;0;1;1;0;1;25;8
23,0;2;3,0;2;291,0;31,0;12;41,0;253,0951333463508;96;0;1;1;0;1;25;1
22,0;4;2,0;3;365,0;17,0;12;31,0;238,832295190398;98;0;3;1;0;0;25;3
28,0;4;3,0;3;151,0;12,0;14;34,0;246,906028202119;91;0;2;1;0;0;25;5
27,0;1;6,0;2;226,0;26,0;9;28,0;309,44574214387376;95;0;1;0;0;2;24;1
12,0;2;4,0;2;232,0;50,0;1;31,0;266,6286068983822;97;0;1;1;0;8;21;3
19,0;3;3,0;2;161,0;27,0;6;29,0;344,7937723467885;95;0;0;1;1;0;22;3
11,0;4;4,0;3;120,0;9,0;10;37,0;242,91292813357256;98;0;0;0;0;0;28;1
27,0;2;6,0;2;176,0;51,0;18;38,0;262,0334750067589;97;0;0;1;0;0;31;1
0,0;9;2,0;4;259,0;26,0;11;36,0;240,56753801554063;92;1;4;1;0;0;23;1
24,0;8;3,0;1;292,0;36,0;13;33,0;209,56835669159565;92;0;2;1;0;1;30;8
19,0;2;2,0;2;238,0;52,0;1;31,0;264,3353794728873;97;0;1;1;0;8;21;1
23,0;8;2,0;1;177,0;51,0;18;37,0;201,81217152158263;92;0;0;1;0;0;31;2
10,0;10;6,0;4;373,0;17,0;12;31,0;285,21830061413203;91;0;3;1;0;0;25;8
22,0;1;5,0;2;297,0;36,0;13;33,0;307,629571127945;95;0;2;1;0;1;30;3
22,0;7;4,0;1;221,0;27,0;9;29,0;264,72148455301925;93;0;1;0;0;2;24;8
28,0;7;5,0;1;291,0;31,0;12;41,0;228,68994070439868;93;0;1;1;0;1;25;1
28,0;10;6,0;4;260,0;50,0;11;36,0;262,92408532457785;88;0;4;1;0;0;23;2
7,0;5;2,0;3;367,0;50,0;3;28,0;239,9219632618341;99;0;1;1;0;4;27;9
5,0;5;3,0;3;112,0;12,0;18;50,0;239,6518200205455;99;0;1;1;0;0;31;3
28,0;8;4,0;1;157,0;27,0;6;29,0;204,4140330833325;92;0;0;1;1;0;22;3
13,0;11;2,0;4;255,0;25,0;16;41,0;285,5477486976309;97;0;0;1;0;0;23;8
14,0;7;3,0;1;288,0;35,0;13;33,0;263,1437132728629;93;0;2;1;0;1;30;7
28,0;4;6,0;3;259,0;51,0;11;36,0;238,87695683092608;98;0;4;1;0;0;23;3
19,0;5;4,0;3;223,0;15,0;15;41,0;238,4772897543128;99;0;2;1;0;2;28;3
18,0;2;2,0;2;334,0;16,0;4;27,0;302,5254242806659;99;0;0;0;0;0;25;8
27,0;3;5,0;2;226,0;51,0;18;39,0;224,0653292096685;99;0;0;1;0;0;31;2
27,0;1;5,0;2;120,0;10,0;10;37,0;307,9322829167241;95;0;0;0;0;0;28;2
27,0;1;3,0;2;118,0;11,0;10;37,0;306,9808499467586;95;0;0;0;0;0;28;2
23,0;6;4,0;1;223,0;25,0;9;29,0;255,06236060209028;95;0;1;0;0;2;24;2
22,0;11;3,0;4;361,0;51,0;3;28,0;269,22040728099574;93;0;1;1;0;4;27;9
0,0;6;2,0;3;265,0;26,0;8;33,0;276,8280048267616;96;1;0;0;0;0;25;-1
26,0;7;6,0;1;116,0;10,0;9;37,0;233,5943563745516;92;0;0;0;0;0;28;8
27,0;3;6,0;2;178,0;27,0;9;30,0;221,0422341615252;99;0;0;0;0;0;19;3
22,0;7;3,0;1;361,0;50,0;3;28,0;275,6191764558921;98;0;1;1;0;4;27;8
22,0;3;2,0;2;232,0;11,0;14;37,0;242,52197663985845;98;0;1;0;0;1;29;9
28,0;8;5,0;1;288,0;30,0;12;40,0;252,48178299055755;93;0;1;1;0;1;25;4
1,0;10;4,0;4;225,0;15,0;16;58,0;282,9764562603958;91;0;2;0;0;1;22;1
18,0;5;4,0;3;228,0;26,0;16;58,0;240,19156438832243;99;0;2;0;0;1;22;8
10,0;10;2,0;4;361,0;52,0;3;28,0;261,90297639290094;88;0;1;1;0;4;27;8
23,0;11;5,0;4;174,0;51,0;18;38,0;283,03453499424285;97;0;0;1;0;0;31;2
25,0;5;2,0;3;180,0;26,0;9;30,0;249,58127029245043;99;0;0;0;0;0;19;1
15,0;7;2,0;1;297,0;26,0;13;43,0;229,18945506726504;92;0;2;1;1;1;25;9
23,0;4;3,0;3;115,0;26,0;18;50,0;248,70740189277004;91;0;1;1;0;0;31;2
28,0;11;4,0;4;290,0;32,0;12;40,0;268,5855599166868;93;0;1;1;0;1;25;3
13,0;1;2,0;2;176,0;26,0;9;30,0;313,4969330535066;96;0;0;0;0;0;19;3
23,0;11;6,0;4;225,0;26,0;9;28,0;268,6753881817693;93;0;1;0;0;2;24;3
18,0;1;3,0;2;154,0;26,0;14;34,0;310,94804516423096;95;0;2;1;0;0;25;9
23,0;4;3,0;3;115,0;13,0;18;50,0;245,1697645865844;91;0;1;1;0;0;31;4
26,0;7;4,0;1;293,0;26,0;13;33,0;274,6883698149061;98;0;2;1;0;1;30;7
28,0;3;6,0;2;256,0;50,0;11;36,0;244,02060210944543;98;0;4;1;0;0;23;3
28,0;6;2,0;3;181,0;52,0;18;38,0;252,10464694711223;95;0;0;1;0;0;31;24
11,0;8;5,0;1;265,0;11,0;8;33,0;266,995180827761;94;0;0;0;0;0;25;9
25,0;5;6,0;3;177,0;21,0;17;40,0;237,31302448042828;99;0;2;0;1;0;22;9
14,0;8;5,0;1;299,0;27,0;13;43,0;264,0481972736063;94;0;2;1;1;1;25;2
0,0;10;6,0;4;249,0;25,0;14;47,0;267,6134163371427;88;1;2;0;0;1;32;0
23,0;3;5,0;2;244,0;26,0;14;47,0;221,6036841063412;99;0;2;0;0;1;32;3
25,0;12;3,0;4;112,0;11,0;10;37,0;236,3414292989096;93;0;0;0;0;0;28;8
22,0;3;4,0;2;361,0;53,0;3;28,0;246,81496146207897;98;0;1;1;0;4;27;9
23,0;11;2,0;4;254,0;25,0;14;47,0;284,0384147049048;97;0;2;0;0;1;32;2
28,0;3;6,0;3;177,0;49,0;18;38,0;245,2716836739373;98;0;0;1;0;0;31;9
14,0;3;5,0;3;284,0;5,0;14;39,0;347,30595204266103;95;0;2;1;1;0;24;17
13,0;10;5,0;4;222,0;27,0;9;28,0;288,4627557671316;91;0;1;0;0;2;24;1
23,0;4;5,0;3;151,0;14,0;14;34,0;327,5875167064509;96;0;2;1;0;0;25;0
23,0;12;3,0;4;223,0;25,0;9;28,0;260,2703285594027;97;0;1;0;0;2;24;2
28,0;7;3,0;1;247,0;26,0;16;41,0;232,664497941622;92;0;0;1;0;0;23;2
27,0;1;2,0;2;121,0;10,0;10;37,0;306,8952570533653;95;0;0;0;0;0;28;3
28,0;6;2,0;3;176,0;26,0;18;38,0;252,69386272820643;95;0;0;1;0;0;31;25
27,0;12;6,0;4;124,0;9,0;10;37,0;264,420697934404;97;0;0;0;0;0;28;2
26,0;12;6,0;4;259,0;51,0;11;36,0;260,08861872091654;97;0;4;1;0;0;23;9
9,0;9;4,0;1;244,0;25,0;16;41,0;294,57658441605304;81;0;0;1;0;0;23;32
27,0;2;4,0;2;180,0;51,0;18;38,0;265,1061896528871;97;0;0;1;0;0;31;2
22,0;5;2,0;3;239,0;11,0;14;37,0;238,8713334759244;99;0;1;0;0;1;29;8
13,0;3;3,0;2;183,0;52,0;18;38,0;221,13413262393104;99;0;0;1;0;0;31;8
28,0;12;2,0;4;183,0;51,0;18;38,0;238,7867564413704;93;0;0;1;0;0;31;1
22,0;5;4,0;3;294,0;31,0;12;40,0;235,81297875205755;99;0;1;1;0;1;25;8
12,0;12;2,0;4;228,0;26,0;9;28,0;238,67934283825485;93;0;1;0;0;2;24;4
23,0;3;6,0;3;123,0;14,0;18;50,0;243,11419800486544;98;0;1;1;0;0;31;2
0,0;9;4,0;4;371,0;17,0;12;31,0;244,685344844941;92;1;3;1;0;0;25;1
1,0;5;2,0;3;239,0;11,0;14;37,0;247,17253804636675;99;0;1;0;0;1;29;9
23,0;5;4,0;3;246,0;24,0;14;47,0;244,25967719371337;99;0;2;0;0;1;32;3
13,0;3;4,0;3;118,0;13,0;18;50,0;246,11872350633303;98;0;1;1;0;0;31;8
0,0;10;6,0;4;226,0;26,0;14;47,0;264,5061518333015;88;1;2;0;0;1;32;1
27,0;3;3,0;2;176,0;51,0;18;38,0;221,0713901931567;99;0;0;1;0;0;31;2
10,0;1;5,0;2;290,0;49,0;29;49,0;314,0468868909613;96;0;0;0;0;2;36;8
13,0;3;4,0;3;179,0;26,0;18;38,0;344,66315952544323;95;0;0;1;0;0;31;3
28,0;11;5,0;4;180,0;51,0;18;38,0;280,896340081121;97;0;0;1;0;0;31;3
